os_major_version,feature_release_version,release_full_name,release_date,release_date_format,build_number,full_version,kb
Windows 10,1703,Version 1703 (OS build 15063),2018-09-20,September 2018,10.0.15063.1356,Windows 10 - Version 1703 (OS build 15063),KB4457141
Windows 10,1703,Version 1703 (OS build 15063),2018-09-11,September 2018,10.0.15063.1324,Windows 10 - Version 1703 (OS build 15063),KB4457138
Windows 10,1703,Version 1703 (OS build 15063),2018-08-30,August 2018,10.0.15063.1292,Windows 10 - Version 1703 (OS build 15063),KB4343889
Windows 10,1703,Version 1703 (OS build 15063),2018-08-14,August 2018,10.0.15063.1266,Windows 10 - Version 1703 (OS build 15063),KB4343885
Windows 10,1703,Version 1703 (OS build 15063),2018-07-24,July 2018,10.0.15063.1235,Windows 10 - Version 1703 (OS build 15063),KB4338827
Windows 10,1703,Version 1703 (OS build 15063),2018-07-16,July 2018,10.0.15063.1209,Windows 10 - Version 1703 (OS build 15063),KB4345419
Windows 10,1703,Version 1703 (OS build 15063),2018-07-10,July 2018,10.0.15063.1206,Windows 10 - Version 1703 (OS build 15063),KB4338826
Windows 10,1703,Version 1703 (OS build 15063),2018-06-21,June 2018,10.0.15063.1182,Windows 10 - Version 1703 (OS build 15063),KB4284830
Windows 10,1703,Version 1703 (OS build 15063),2018-06-12,June 2018,10.0.15063.1155,Windows 10 - Version 1703 (OS build 15063),KB4284874
Windows 10,1703,Version 1703 (OS build 15063),2018-05-17,May 2018,10.0.15063.1112,Windows 10 - Version 1703 (OS build 15063),KB4103722
Windows 10,1703,Version 1703 (OS build 15063),2018-05-08,May 2018,10.0.15063.1088,Windows 10 - Version 1703 (OS build 15063),KB4103731
Windows 10,1703,Version 1703 (OS build 15063),2018-04-17,April 2018,10.0.15063.1058,Windows 10 - Version 1703 (OS build 15063),KB4093117
Windows 10,1703,Version 1703 (OS build 15063),2018-04-10,April 2018,10.0.15063.1029,Windows 10 - Version 1703 (OS build 15063),KB4093107
Windows 10,1703,Version 1703 (OS build 15063),2018-03-22,March 2018,10.0.15063.994,Windows 10 - Version 1703 (OS build 15063),KB4088891
Windows 10,1703,Version 1703 (OS build 15063),2018-03-13,March 2018,10.0.15063.966,Windows 10 - Version 1703 (OS build 15063),KB4088782
Windows 10,1703,Version 1703 (OS build 15063),2018-03-08,March 2018,10.0.15063.936,Windows 10 - Version 1703 (OS build 15063),KB4092077
Windows 10,1703,Version 1703 (OS build 15063),2018-02-22,February 2018,10.0.15063.936,Windows 10 - Version 1703 (OS build 15063),KB4077528
Windows 10,1703,Version 1703 (OS build 15063),2018-02-13,February 2018,10.0.15063.909,Windows 10 - Version 1703 (OS build 15063),KB4074592
Windows 10,1703,Version 1703 (OS build 15063),2018-01-17,January 2018,10.0.15063.877,Windows 10 - Version 1703 (OS build 15063),KB4057144
Windows 10,1703,Version 1703 (OS build 15063),2018-01-03,January 2018,10.0.15063.850,Windows 10 - Version 1703 (OS build 15063),KB4056891
Windows 10,1703,Version 1703 (OS build 15063),2017-12-12,December 2017,10.0.15063.786,Windows 10 - Version 1703 (OS build 15063),KB4053580
Windows 10,1703,Version 1703 (OS build 15063),2017-11-22,November 2017,10.0.15063.729,Windows 10 - Version 1703 (OS build 15063),KB4055254
Windows 10,1703,Version 1703 (OS build 15063),2017-11-14,November 2017,10.0.15063.726,Windows 10 - Version 1703 (OS build 15063),KB4048954
Windows 10,1703,Version 1703 (OS build 15063),2017-11-02,November 2017,10.0.15063.675,Windows 10 - Version 1703 (OS build 15063),KB4049370
Windows 10,1703,Version 1703 (OS build 15063),2017-10-10,October 2017,10.0.15063.674,Windows 10 - Version 1703 (OS build 15063),KB4041676
Windows 10,1703,Version 1703 (OS build 15063),2017-09-25,September 2017,10.0.15063.632,Windows 10 - Version 1703 (OS build 15063),KB4040724
Windows 10,1703,Version 1703 (OS build 15063),2017-09-12,September 2017,10.0.15063.608,Windows 10 - Version 1703 (OS build 15063),KB4038788
Windows 10,1703,Version 1703 (OS build 15063),2017-08-08,August 2017,10.0.15063.540,Windows 10 - Version 1703 (OS build 15063),KB4034674
Windows 10,1703,Version 1703 (OS build 15063),2017-08-01,August 2017,10.0.15063.502,Windows 10 - Version 1703 (OS build 15063),KB4032188
Windows 10,1703,Version 1703 (OS build 15063),2017-07-11,July 2017,10.0.15063.483,Windows 10 - Version 1703 (OS build 15063),KB4025342
Windows 10,1703,Version 1703 (OS build 15063),2017-06-27,June 2017,10.0.15063.447,Windows 10 - Version 1703 (OS build 15063),KB4022716
Windows 10,1703,Version 1703 (OS build 15063),2017-06-13,June 2017,10.0.15063.413,Windows 10 - Version 1703 (OS build 15063),KB4022725
Windows 10,1703,Version 1703 (OS build 15063),2017-05-26,May 2017,10.0.15063.332,Windows 10 - Version 1703 (OS build 15063),KB4020102
Windows 10,1703,Version 1703 (OS build 15063),2017-05-09,May 2017,10.0.15063.296,Windows 10 - Version 1703 (OS build 15063),KB4016871
Windows 10,1703,Version 1703 (OS build 15063),2017-04-25,April 2017,10.0.15063.250,Windows 10 - Version 1703 (OS build 15063),KB4016240
Windows 10,1703,Version 1703 (OS build 15063),2017-04-11,April 2017,10.0.15063.138,Windows 10 - Version 1703 (OS build 15063),KB4015583
Windows 10,1607,Version 1607 (OS build 14393),2025-10-14,October 2025,10.0.14393.8519,Windows 10 - Version 1607 (OS build 14393),KB5066836
Windows 10,1607,Version 1607 (OS build 14393),2025-09-09,September 2025,10.0.14393.8422,Windows 10 - Version 1607 (OS build 14393),KB5065427
Windows 10,1607,Version 1607 (OS build 14393),2025-08-12,August 2025,10.0.14393.8330,Windows 10 - Version 1607 (OS build 14393),KB5063871
Windows 10,1607,Version 1607 (OS build 14393),2025-07-08,July 2025,10.0.14393.8246,Windows 10 - Version 1607 (OS build 14393),KB5062560
Windows 10,1607,Version 1607 (OS build 14393),2025-06-10,June 2025,10.0.14393.8148,Windows 10 - Version 1607 (OS build 14393),KB5061010
Windows 10,1607,Version 1607 (OS build 14393),2025-05-13,May 2025,10.0.14393.8066,Windows 10 - Version 1607 (OS build 14393),KB5058383
Windows 10,1607,Version 1607 (OS build 14393),2025-04-11,April 2025,10.0.14393.7973,Windows 10 - Version 1607 (OS build 14393),KB5058921
Windows 10,1607,Version 1607 (OS build 14393),2025-04-08,April 2025,10.0.14393.7969,Windows 10 - Version 1607 (OS build 14393),KB5055521
Windows 10,1607,Version 1607 (OS build 14393),2025-03-11,March 2025,10.0.14393.7876,Windows 10 - Version 1607 (OS build 14393),KB5053594
Windows 10,1607,Version 1607 (OS build 14393),2025-02-11,February 2025,10.0.14393.7785,Windows 10 - Version 1607 (OS build 14393),KB5052006
Windows 10,1607,Version 1607 (OS build 14393),2025-01-14,January 2025,10.0.14393.7699,Windows 10 - Version 1607 (OS build 14393),KB5049993
Windows 10,1607,Version 1607 (OS build 14393),2024-12-10,December 2024,10.0.14393.7606,Windows 10 - Version 1607 (OS build 14393),KB5048671
Windows 10,1607,Version 1607 (OS build 14393),2024-11-12,November 2024,10.0.14393.7515,Windows 10 - Version 1607 (OS build 14393),KB5046612
Windows 10,1607,Version 1607 (OS build 14393),2024-10-08,October 2024,10.0.14393.7428,Windows 10 - Version 1607 (OS build 14393),KB5044293
Windows 10,1607,Version 1607 (OS build 14393),2024-09-10,September 2024,10.0.14393.7336,Windows 10 - Version 1607 (OS build 14393),KB5043051
Windows 10,1607,Version 1607 (OS build 14393),2024-08-13,August 2024,10.0.14393.7259,Windows 10 - Version 1607 (OS build 14393),KB5041773
Windows 10,1607,Version 1607 (OS build 14393),2024-07-09,July 2024,10.0.14393.7159,Windows 10 - Version 1607 (OS build 14393),KB5040434
Windows 10,1607,Version 1607 (OS build 14393),2024-06-11,June 2024,10.0.14393.7070,Windows 10 - Version 1607 (OS build 14393),KB5039214
Windows 10,1607,Version 1607 (OS build 14393),2024-05-14,May 2024,10.0.14393.6981,Windows 10 - Version 1607 (OS build 14393),KB5037763
Windows 10,1607,Version 1607 (OS build 14393),2024-04-09,April 2024,10.0.14393.6897,Windows 10 - Version 1607 (OS build 14393),KB5036899
Windows 10,1607,Version 1607 (OS build 14393),2024-03-22,March 2024,10.0.14393.6800,Windows 10 - Version 1607 (OS build 14393),KB5037423
Windows 10,1607,Version 1607 (OS build 14393),2024-03-12,March 2024,10.0.14393.6796,Windows 10 - Version 1607 (OS build 14393),KB5035855
Windows 10,1607,Version 1607 (OS build 14393),2024-02-13,February 2024,10.0.14393.6709,Windows 10 - Version 1607 (OS build 14393),KB5034767
Windows 10,1607,Version 1607 (OS build 14393),2024-01-09,January 2024,10.0.14393.6614,Windows 10 - Version 1607 (OS build 14393),KB5034119
Windows 10,1607,Version 1607 (OS build 14393),2023-12-12,December 2023,10.0.14393.6529,Windows 10 - Version 1607 (OS build 14393),KB5033373
Windows 10,1607,Version 1607 (OS build 14393),2023-11-14,November 2023,10.0.14393.6452,Windows 10 - Version 1607 (OS build 14393),KB5032197
Windows 10,1607,Version 1607 (OS build 14393),2023-10-10,October 2023,10.0.14393.6351,Windows 10 - Version 1607 (OS build 14393),KB5031362
Windows 10,1607,Version 1607 (OS build 14393),2023-09-12,September 2023,10.0.14393.6252,Windows 10 - Version 1607 (OS build 14393),KB5030213
Windows 10,1607,Version 1607 (OS build 14393),2023-08-08,August 2023,10.0.14393.6167,Windows 10 - Version 1607 (OS build 14393),KB5029242
Windows 10,1607,Version 1607 (OS build 14393),2023-07-11,July 2023,10.0.14393.6085,Windows 10 - Version 1607 (OS build 14393),KB5028169
Windows 10,1607,Version 1607 (OS build 14393),2023-06-23,June 2023,10.0.14393.5996,Windows 10 - Version 1607 (OS build 14393),KB5028623
Windows 10,1607,Version 1607 (OS build 14393),2023-06-13,June 2023,10.0.14393.5989,Windows 10 - Version 1607 (OS build 14393),KB5027219
Windows 10,1607,Version 1607 (OS build 14393),2023-05-09,May 2023,10.0.14393.5921,Windows 10 - Version 1607 (OS build 14393),KB5026363
Windows 10,1607,Version 1607 (OS build 14393),2023-04-11,April 2023,10.0.14393.5850,Windows 10 - Version 1607 (OS build 14393),KB5025228
Windows 10,1607,Version 1607 (OS build 14393),2023-03-14,March 2023,10.0.14393.5786,Windows 10 - Version 1607 (OS build 14393),KB5023697
Windows 10,1607,Version 1607 (OS build 14393),2023-02-14,February 2023,10.0.14393.5717,Windows 10 - Version 1607 (OS build 14393),KB5022838
Windows 10,1607,Version 1607 (OS build 14393),2023-01-10,January 2023,10.0.14393.5648,Windows 10 - Version 1607 (OS build 14393),KB5022289
Windows 10,1607,Version 1607 (OS build 14393),2022-12-13,December 2022,10.0.14393.5582,Windows 10 - Version 1607 (OS build 14393),KB5021235
Windows 10,1607,Version 1607 (OS build 14393),2022-11-17,November 2022,10.0.14393.5502,Windows 10 - Version 1607 (OS build 14393),KB5021654
Windows 10,1607,Version 1607 (OS build 14393),2022-11-08,November 2022,10.0.14393.5501,Windows 10 - Version 1607 (OS build 14393),KB5019964
Windows 10,1607,Version 1607 (OS build 14393),2022-10-18,October 2022,10.0.14393.5429,Windows 10 - Version 1607 (OS build 14393),KB5020439
Windows 10,1607,Version 1607 (OS build 14393),2022-10-11,October 2022,10.0.14393.5427,Windows 10 - Version 1607 (OS build 14393),KB5018411
Windows 10,1607,Version 1607 (OS build 14393),2022-09-13,September 2022,10.0.14393.5356,Windows 10 - Version 1607 (OS build 14393),KB5017305
Windows 10,1607,Version 1607 (OS build 14393),2022-08-09,August 2022,10.0.14393.5291,Windows 10 - Version 1607 (OS build 14393),KB5016622
Windows 10,1607,Version 1607 (OS build 14393),2022-07-12,July 2022,10.0.14393.5246,Windows 10 - Version 1607 (OS build 14393),KB5015808
Windows 10,1607,Version 1607 (OS build 14393),2022-06-14,June 2022,10.0.14393.5192,Windows 10 - Version 1607 (OS build 14393),KB5014702
Windows 10,1607,Version 1607 (OS build 14393),2022-05-19,May 2022,10.0.14393.5127,Windows 10 - Version 1607 (OS build 14393),KB5015019
Windows 10,1607,Version 1607 (OS build 14393),2022-05-10,May 2022,10.0.14393.5125,Windows 10 - Version 1607 (OS build 14393),KB5013952
Windows 10,1607,Version 1607 (OS build 14393),2022-04-12,April 2022,10.0.14393.5066,Windows 10 - Version 1607 (OS build 14393),KB5012596
Windows 10,1607,Version 1607 (OS build 14393),2022-03-08,March 2022,10.0.14393.5006,Windows 10 - Version 1607 (OS build 14393),KB5011495
Windows 10,1607,Version 1607 (OS build 14393),2022-02-08,February 2022,10.0.14393.4946,Windows 10 - Version 1607 (OS build 14393),KB5010359
Windows 10,1607,Version 1607 (OS build 14393),2022-01-17,January 2022,10.0.14393.4889,Windows 10 - Version 1607 (OS build 14393),KB5010790
Windows 10,1607,Version 1607 (OS build 14393),2022-01-11,January 2022,10.0.14393.4886,Windows 10 - Version 1607 (OS build 14393),KB5009546
Windows 10,1607,Version 1607 (OS build 14393),2022-01-05,January 2022,10.0.14393.4827,Windows 10 - Version 1607 (OS build 14393),KB5010195
Windows 10,1607,Version 1607 (OS build 14393),2021-12-14,December 2021,10.0.14393.4825,Windows 10 - Version 1607 (OS build 14393),KB5008207
Windows 10,1607,Version 1607 (OS build 14393),2021-11-14,November 2021,10.0.14393.4771,Windows 10 - Version 1607 (OS build 14393),KB5008601
Windows 10,1607,Version 1607 (OS build 14393),2021-11-09,November 2021,10.0.14393.4770,Windows 10 - Version 1607 (OS build 14393),KB5007192
Windows 10,1607,Version 1607 (OS build 14393),2021-10-12,October 2021,10.0.14393.4704,Windows 10 - Version 1607 (OS build 14393),KB5006669
Windows 10,1607,Version 1607 (OS build 14393),2021-09-14,September 2021,10.0.14393.4651,Windows 10 - Version 1607 (OS build 14393),KB5005573
Windows 10,1607,Version 1607 (OS build 14393),2021-08-10,August 2021,10.0.14393.4583,Windows 10 - Version 1607 (OS build 14393),KB5005043
Windows 10,1607,Version 1607 (OS build 14393),2021-07-29,July 2021,10.0.14393.4532,Windows 10 - Version 1607 (OS build 14393),KB5005393
Windows 10,1607,Version 1607 (OS build 14393),2021-07-13,July 2021,10.0.14393.4530,Windows 10 - Version 1607 (OS build 14393),KB5004238
Windows 10,1607,Version 1607 (OS build 14393),2021-07-07,July 2021,10.0.14393.4470,Windows 10 - Version 1607 (OS build 14393),KB5004948
Windows 10,1607,Version 1607 (OS build 14393),2021-06-08,June 2021,10.0.14393.4467,Windows 10 - Version 1607 (OS build 14393),KB5003638
Windows 10,1607,Version 1607 (OS build 14393),2021-05-11,May 2021,10.0.14393.4402,Windows 10 - Version 1607 (OS build 14393),KB5003197
Windows 10,1607,Version 1607 (OS build 14393),2021-04-13,April 2021,10.0.14393.4350,Windows 10 - Version 1607 (OS build 14393),KB5001347
Windows 10,1607,Version 1607 (OS build 14393),2021-03-18,March 2021,10.0.14393.4288,Windows 10 - Version 1607 (OS build 14393),KB5001633
Windows 10,1607,Version 1607 (OS build 14393),2021-03-09,March 2021,10.0.14393.4283,Windows 10 - Version 1607 (OS build 14393),KB5000803
Windows 10,1607,Version 1607 (OS build 14393),2021-02-09,February 2021,10.0.14393.4225,Windows 10 - Version 1607 (OS build 14393),KB4601318
Windows 10,1607,Version 1607 (OS build 14393),2021-01-12,January 2021,10.0.14393.4169,Windows 10 - Version 1607 (OS build 14393),KB4598243
Windows 10,1607,Version 1607 (OS build 14393),2020-12-08,December 2020,10.0.14393.4104,Windows 10 - Version 1607 (OS build 14393),KB4593226
Windows 10,1607,Version 1607 (OS build 14393),2020-11-19,November 2020,10.0.14393.4048,Windows 10 - Version 1607 (OS build 14393),KB4594441
Windows 10,1607,Version 1607 (OS build 14393),2020-11-10,November 2020,10.0.14393.4046,Windows 10 - Version 1607 (OS build 14393),KB4586830
Windows 10,1607,Version 1607 (OS build 14393),2020-10-13,October 2020,10.0.14393.3986,Windows 10 - Version 1607 (OS build 14393),KB4580346
Windows 10,1607,Version 1607 (OS build 14393),2020-09-08,September 2020,10.0.14393.3930,Windows 10 - Version 1607 (OS build 14393),KB4577015
Windows 10,1607,Version 1607 (OS build 14393),2020-08-11,August 2020,10.0.14393.3866,Windows 10 - Version 1607 (OS build 14393),KB4571694
Windows 10,1607,Version 1607 (OS build 14393),2020-07-14,July 2020,10.0.14393.3808,Windows 10 - Version 1607 (OS build 14393),KB4565511
Windows 10,1607,Version 1607 (OS build 14393),2020-06-18,June 2020,10.0.14393.3755,Windows 10 - Version 1607 (OS build 14393),KB4567517
Windows 10,1607,Version 1607 (OS build 14393),2020-06-09,June 2020,10.0.14393.3750,Windows 10 - Version 1607 (OS build 14393),KB4561616
Windows 10,1607,Version 1607 (OS build 14393),2020-05-12,May 2020,10.0.14393.3686,Windows 10 - Version 1607 (OS build 14393),KB4556813
Windows 10,1607,Version 1607 (OS build 14393),2020-04-21,April 2020,10.0.14393.3659,Windows 10 - Version 1607 (OS build 14393),KB4550947
Windows 10,1607,Version 1607 (OS build 14393),2020-04-14,April 2020,10.0.14393.3630,Windows 10 - Version 1607 (OS build 14393),KB4550929
Windows 10,1607,Version 1607 (OS build 14393),2020-03-17,March 2020,10.0.14393.3595,Windows 10 - Version 1607 (OS build 14393),KB4541329
Windows 10,1607,Version 1607 (OS build 14393),2020-03-10,March 2020,10.0.14393.3564,Windows 10 - Version 1607 (OS build 14393),KB4540670
Windows 10,1607,Version 1607 (OS build 14393),2020-02-25,February 2020,10.0.14393.3542,Windows 10 - Version 1607 (OS build 14393),KB4537806
Windows 10,1607,Version 1607 (OS build 14393),2020-02-11,February 2020,10.0.14393.3504,Windows 10 - Version 1607 (OS build 14393),KB4537764
Windows 10,1607,Version 1607 (OS build 14393),2020-01-23,January 2020,10.0.14393.3474,Windows 10 - Version 1607 (OS build 14393),KB4534307
Windows 10,1607,Version 1607 (OS build 14393),2020-01-14,January 2020,10.0.14393.3443,Windows 10 - Version 1607 (OS build 14393),KB4534271
Windows 10,1607,Version 1607 (OS build 14393),2019-12-10,December 2019,10.0.14393.3384,Windows 10 - Version 1607 (OS build 14393),KB4530689
Windows 10,1607,Version 1607 (OS build 14393),2019-11-12,November 2019,10.0.14393.3326,Windows 10 - Version 1607 (OS build 14393),KB4525236
Windows 10,1607,Version 1607 (OS build 14393),2019-10-15,October 2019,10.0.14393.3300,Windows 10 - Version 1607 (OS build 14393),KB4519979
Windows 10,1607,Version 1607 (OS build 14393),2019-10-08,October 2019,10.0.14393.3274,Windows 10 - Version 1607 (OS build 14393),KB4519998
Windows 10,1607,Version 1607 (OS build 14393),2019-10-03,October 2019,10.0.14393.3243,Windows 10 - Version 1607 (OS build 14393),KB4524152
Windows 10,1607,Version 1607 (OS build 14393),2019-09-24,September 2019,10.0.14393.3242,Windows 10 - Version 1607 (OS build 14393),KB4516061
Windows 10,1607,Version 1607 (OS build 14393),2019-09-23,September 2019,10.0.14393.3206,Windows 10 - Version 1607 (OS build 14393),KB4522010
Windows 10,1607,Version 1607 (OS build 14393),2019-09-10,September 2019,10.0.14393.3204,Windows 10 - Version 1607 (OS build 14393),KB4516044
Windows 10,1607,Version 1607 (OS build 14393),2019-08-17,August 2019,10.0.14393.3181,Windows 10 - Version 1607 (OS build 14393),KB4512495
Windows 10,1607,Version 1607 (OS build 14393),2019-08-13,August 2019,10.0.14393.3144,Windows 10 - Version 1607 (OS build 14393),KB4512517
Windows 10,1607,Version 1607 (OS build 14393),2019-07-16,July 2019,10.0.14393.3115,Windows 10 - Version 1607 (OS build 14393),KB4507459
Windows 10,1607,Version 1607 (OS build 14393),2019-07-09,July 2019,10.0.14393.3085,Windows 10 - Version 1607 (OS build 14393),KB4507460
Windows 10,1607,Version 1607 (OS build 14393),2019-06-27,June 2019,10.0.14393.3056,Windows 10 - Version 1607 (OS build 14393),KB4509475
Windows 10,1607,Version 1607 (OS build 14393),2019-06-18,June 2019,10.0.14393.3053,Windows 10 - Version 1607 (OS build 14393),KB4503294
Windows 10,1607,Version 1607 (OS build 14393),2019-06-11,June 2019,10.0.14393.3025,Windows 10 - Version 1607 (OS build 14393),KB4503267
Windows 10,1607,Version 1607 (OS build 14393),2019-05-23,May 2019,10.0.14393.2999,Windows 10 - Version 1607 (OS build 14393),KB4499177
Windows 10,1607,Version 1607 (OS build 14393),2019-05-19,May 2019,10.0.14393.2972,Windows 10 - Version 1607 (OS build 14393),KB4505052
Windows 10,1607,Version 1607 (OS build 14393),2019-05-14,May 2019,10.0.14393.2969,Windows 10 - Version 1607 (OS build 14393),KB4494440
Windows 10,1607,Version 1607 (OS build 14393),2019-04-25,April 2019,10.0.14393.2941,Windows 10 - Version 1607 (OS build 14393),KB4493473
Windows 10,1607,Version 1607 (OS build 14393),2019-04-25,April 2019,10.0.14393.2908,Windows 10 - Version 1607 (OS build 14393),KB4499418
Windows 10,1607,Version 1607 (OS build 14393),2019-04-09,April 2019,10.0.14393.2906,Windows 10 - Version 1607 (OS build 14393),KB4493470
Windows 10,1607,Version 1607 (OS build 14393),2019-03-19,March 2019,10.0.14393.2879,Windows 10 - Version 1607 (OS build 14393),KB4489889
Windows 10,1607,Version 1607 (OS build 14393),2019-03-12,March 2019,10.0.14393.2848,Windows 10 - Version 1607 (OS build 14393),KB4489882
Windows 10,1607,Version 1607 (OS build 14393),2019-02-19,February 2019,10.0.14393.2828,Windows 10 - Version 1607 (OS build 14393),KB4487006
Windows 10,1607,Version 1607 (OS build 14393),2019-02-12,February 2019,10.0.14393.2791,Windows 10 - Version 1607 (OS build 14393),KB4487026
Windows 10,1607,Version 1607 (OS build 14393),2019-01-17,January 2019,10.0.14393.2759,Windows 10 - Version 1607 (OS build 14393),KB4480977
Windows 10,1607,Version 1607 (OS build 14393),2019-01-08,January 2019,10.0.14393.2724,Windows 10 - Version 1607 (OS build 14393),KB4480961
Windows 10,1607,Version 1607 (OS build 14393),2018-12-19,December 2018,10.0.14393.2670,Windows 10 - Version 1607 (OS build 14393),KB4483229
Windows 10,1607,Version 1607 (OS build 14393),2018-12-11,December 2018,10.0.14393.2665,Windows 10 - Version 1607 (OS build 14393),KB4471321
Windows 10,1607,Version 1607 (OS build 14393),2018-12-03,December 2018,10.0.14393.2641,Windows 10 - Version 1607 (OS build 14393),KB4478877
Windows 10,1607,Version 1607 (OS build 14393),2018-11-27,November 2018,10.0.14393.2639,Windows 10 - Version 1607 (OS build 14393),KB4467684
Windows 10,1607,Version 1607 (OS build 14393),2018-11-13,November 2018,10.0.14393.2608,Windows 10 - Version 1607 (OS build 14393),KB4467691
Windows 10,1607,Version 1607 (OS build 14393),2018-10-18,October 2018,10.0.14393.2580,Windows 10 - Version 1607 (OS build 14393),KB4462928
Windows 10,1607,Version 1607 (OS build 14393),2018-10-09,October 2018,10.0.14393.2551,Windows 10 - Version 1607 (OS build 14393),KB4462917
Windows 10,1607,Version 1607 (OS build 14393),2018-09-20,September 2018,10.0.14393.2515,Windows 10 - Version 1607 (OS build 14393),KB4457127
Windows 10,1607,Version 1607 (OS build 14393),2018-09-11,September 2018,10.0.14393.2485,Windows 10 - Version 1607 (OS build 14393),KB4457131
Windows 10,1607,Version 1607 (OS build 14393),2018-08-30,August 2018,10.0.14393.2457,Windows 10 - Version 1607 (OS build 14393),KB4343884
Windows 10,1607,Version 1607 (OS build 14393),2018-08-14,August 2018,10.0.14393.2430,Windows 10 - Version 1607 (OS build 14393),KB4343887
Windows 10,1607,Version 1607 (OS build 14393),2018-07-30,July 2018,10.0.14393.2396,Windows 10 - Version 1607 (OS build 14393),KB4346877
Windows 10,1607,Version 1607 (OS build 14393),2018-07-24,July 2018,10.0.14393.2395,Windows 10 - Version 1607 (OS build 14393),KB4338822
Windows 10,1607,Version 1607 (OS build 14393),2018-07-16,July 2018,10.0.14393.2368,Windows 10 - Version 1607 (OS build 14393),KB4345418
Windows 10,1607,Version 1607 (OS build 14393),2018-07-10,July 2018,10.0.14393.2363,Windows 10 - Version 1607 (OS build 14393),KB4338814
Windows 10,1607,Version 1607 (OS build 14393),2018-06-21,June 2018,10.0.14393.2339,Windows 10 - Version 1607 (OS build 14393),KB4284833
Windows 10,1607,Version 1607 (OS build 14393),2018-06-12,June 2018,10.0.14393.2312,Windows 10 - Version 1607 (OS build 14393),KB4284880
Windows 10,1607,Version 1607 (OS build 14393),2018-05-17,May 2018,10.0.14393.2273,Windows 10 - Version 1607 (OS build 14393),KB4103720
Windows 10,1607,Version 1607 (OS build 14393),2018-05-08,May 2018,10.0.14393.2248,Windows 10 - Version 1607 (OS build 14393),KB4103723
Windows 10,1607,Version 1607 (OS build 14393),2018-04-17,April 2018,10.0.14393.2214,Windows 10 - Version 1607 (OS build 14393),KB4093120
Windows 10,1607,Version 1607 (OS build 14393),2018-04-10,April 2018,10.0.14393.2189,Windows 10 - Version 1607 (OS build 14393),KB4093119
Windows 10,1607,Version 1607 (OS build 14393),2018-03-29,March 2018,10.0.14393.2156,Windows 10 - Version 1607 (OS build 14393),KB4096309
Windows 10,1607,Version 1607 (OS build 14393),2018-03-22,March 2018,10.0.14393.2155,Windows 10 - Version 1607 (OS build 14393),KB4088889
Windows 10,1607,Version 1607 (OS build 14393),2018-03-13,March 2018,10.0.14393.2125,Windows 10 - Version 1607 (OS build 14393),KB4088787
Windows 10,1607,Version 1607 (OS build 14393),2018-02-22,February 2018,10.0.14393.2097,Windows 10 - Version 1607 (OS build 14393),KB4077525
Windows 10,1607,Version 1607 (OS build 14393),2018-02-13,February 2018,10.0.14393.2068,Windows 10 - Version 1607 (OS build 14393),KB4074590
Windows 10,1607,Version 1607 (OS build 14393),2018-01-17,January 2018,10.0.14393.2035,Windows 10 - Version 1607 (OS build 14393),KB4057142
Windows 10,1607,Version 1607 (OS build 14393),2018-01-03,January 2018,10.0.14393.2007,Windows 10 - Version 1607 (OS build 14393),KB4056890
Windows 10,1607,Version 1607 (OS build 14393),2017-12-12,December 2017,10.0.14393.1944,Windows 10 - Version 1607 (OS build 14393),KB4053579
Windows 10,1607,Version 1607 (OS build 14393),2017-11-27,November 2017,10.0.14393.1914,Windows 10 - Version 1607 (OS build 14393),KB4051033
Windows 10,1607,Version 1607 (OS build 14393),2017-11-14,November 2017,10.0.14393.1884,Windows 10 - Version 1607 (OS build 14393),KB4048953
Windows 10,1607,Version 1607 (OS build 14393),2017-11-02,November 2017,10.0.14393.1797,Windows 10 - Version 1607 (OS build 14393),KB4052231
Windows 10,1607,Version 1607 (OS build 14393),2017-10-17,October 2017,10.0.14393.1794,Windows 10 - Version 1607 (OS build 14393),KB4041688
Windows 10,1607,Version 1607 (OS build 14393),2017-10-10,October 2017,10.0.14393.1770,Windows 10 - Version 1607 (OS build 14393),KB4041691
Windows 10,1607,Version 1607 (OS build 14393),2017-09-28,September 2017,10.0.14393.1737,Windows 10 - Version 1607 (OS build 14393),KB4038801
Windows 10,1607,Version 1607 (OS build 14393),2017-09-12,September 2017,10.0.14393.1715,Windows 10 - Version 1607 (OS build 14393),KB4038782
Windows 10,1607,Version 1607 (OS build 14393),2017-08-28,August 2017,10.0.14393.1670,Windows 10 - Version 1607 (OS build 14393),KB4039396
Windows 10,1607,Version 1607 (OS build 14393),2017-08-16,August 2017,10.0.14393.1613,Windows 10 - Version 1607 (OS build 14393),KB4034661
Windows 10,1607,Version 1607 (OS build 14393),2017-08-08,August 2017,10.0.14393.1593,Windows 10 - Version 1607 (OS build 14393),KB4034658
Windows 10,1607,Version 1607 (OS build 14393),2017-08-07,August 2017,10.0.14393.1537,Windows 10 - Version 1607 (OS build 14393),KB4038220
Windows 10,1607,Version 1607 (OS build 14393),2017-07-18,July 2017,10.0.14393.1532,Windows 10 - Version 1607 (OS build 14393),KB4025334
Windows 10,1607,Version 1607 (OS build 14393),2017-07-11,July 2017,10.0.14393.1480,Windows 10 - Version 1607 (OS build 14393),KB4025339
Windows 10,1607,Version 1607 (OS build 14393),2017-06-27,June 2017,10.0.14393.1378,Windows 10 - Version 1607 (OS build 14393),KB4022723
